Status,Home,Time,Age,Expenses,Income,Debt,Amount,Price
1,2,48,53,45,147,700,750,797
2,5,60,23,35,46,0,1340,1340
1,2,48,48,45,0,200,2000,2284
1,2,60,52,35,112,0,1350,1445
1,2,60,55,45,89,0,1250,1455
1,2,48,44,75,120,0,900,1204
1,2,60,37,75,145,672,1300,1510
1,5,60,29,35,115,0,1200,1553
1,1,60,31,59,138,0,1600,1796
1,6,60,27,35,125,1200,1500,1558
1,2,48,24,35,157,0,1000,1347
2,2,36,35,75,43,280,800,950
1,1,48,51,112,373,0,1300,2093
2,6,36,37,75,75,0,500,800
1,3,36,28,60,110,0,350,450
1,2,42,38,75,174,0,1300,1683
2,1,48,21,50,148,0,1500,1575
1,5,60,28,35,187,0,700,873
1,2,48,27,45,90,0,350,1680
1,1,36,32,67,224,0,750,900
1,1,60,39,93,178,0,1100,1338
1,2,36,26,45,133,0,1000,1300
1,1,48,34,79,185,0,750,1431
1,2,36,47,60,70,0,1200,1397
2,6,36,49,60,0,0,1000,1800
1,2,36,51,45,160,0,2000,3318
1,5,12,27,45,857,0,1000,2000
1,1,60,42,105,150,0,1000,1338
2,1,60,47,46,106,0,2500,2664
2,5,48,26,35,120,0,1100,1100
1,2,60,42,75,100,0,1050,1490
1,1,36,32,87,120,0,550,750
1,2,48,40,75,61,770,1200,1483
1,2,60,25,45,79,2700,1300,1681
1,2,36,30,75,0,0,700,850
1,1,48,28,60,146,0,1450,1474
1,5,60,32,75,118,0,1350,1729
1,5,36,24,35,69,0,600,1604
2,2,60,52,60,130,0,1300,1450
2,2,60,36,90,113,198,400,790
1,5,36,27,60,0,0,600,900
1,2,6,27,60,150,1500,400,1300
1,2,24,63,35,92,0,1150,2244
2,3,60,23,75,100,1000,800,949
2,1,60,21,41,60,0,850,930
2,5,36,25,35,53,0,600,1415
1,5,36,30,35,59,0,600,1206
1,2,60,45,75,165,0,900,1500
1,5,30,22,35,111,0,775,1100
1,2,60,32,60,93,1100,800,1246
1,3,36,20,45,50,100,1000,1387
1,2,60,29,60,111,2000,750,856
1,2,12,23,45,60,0,500,1595
1,1,18,27,67,68,0,100,675
2,2,60,37,75,60,0,1500,1648
2,2,24,53,60,60,0,1750,2038
1,1,24,40,87,117,0,350,350
1,2,36,38,45,110,0,450,550
1,2,36,52,60,65,0,625,725
2,1,36,29,35,0,0,1000,1600
1,2,60,31,60,177,0,1300,1409
1,2,60,50,45,90,0,800,1268
1,5,60,32,35,150,0,700,2061
1,5,48,28,45,120,0,1100,1537
1,2,60,22,45,150,0,1550,1657
1,2,36,31,45,180,1600,700,1400
1,1,24,32,67,320,0,2000,3400
1,2,60,50,60,260,0,1650,1800
1,3,36,60,60,140,0,1000,2050
1,2,36,55,35,182,0,500,1135
1,2,60,33,60,129,2686,800,880
1,2,60,38,60,88,500,1100,1263
1,2,36,43,90,350,0,600,2467
1,2,60,44,90,190,0,1350,1527
1,1,60,30,52,70,0,950,1175
1,2,36,50,45,80,0,600,1180
2,1,60,39,89,140,0,1500,1967
1,2,60,27,60,112,1485,800,1200
2,1,60,39,90,150,0,1450,1450
1,1,36,30,71,112,0,1000,1175
2,1,60,33,85,100,0,1150,1760
1,1,60,34,84,85,0,800,1293
1,2,48,34,60,162,0,1250,1650
2,5,60,25,35,95,0,1250,1742
1,2,12,47,90,400,1000,800,2335
1,6,12,60,90,700,0,1350,1612
2,3,48,30,105,72,750,1200,1410
1,2,48,39,45,100,0,1550,2294
1,6,36,41,35,100,0,500,1600
1,2,60,31,35,64,0,400,824
1,3,36,27,45,124,0,1300,1636
1,2,24,60,45,80,0,325,1365
2,1,24,30,60,0,0,450,600
1,2,60,37,75,0,900,500,1205
1,2,36,21,45,206,0,1500,1600
2,2,48,51,45,213,1000,1100,1376
1,1,48,34,87,120,0,1150,1400
1,1,60,26,85,97,0,1070,1172
1,2,48,30,75,180,0,1500,2065
2,5,60,24,35,70,0,1750,1750
1,2,60,49,60,103,0,1300,1648
2,1,60,55,91,157,0,2500,2860
2,3,60,36,45,179,0,2000,2220
2,6,48,32,60,69,0,2000,2580
1,2,24,63,45,250,0,1000,1751
1,3,60,27,45,53,300,780,861
1,5,36,22,35,52,0,800,1762
1,2,60,38,90,145,0,1800,2218
1,2,12,27,45,70,5700,600,1628
2,1,60,31,86,113,0,1150,1736
1,2,36,48,75,303,0,1000,1831
1,1,48,33,89,291,0,900,1041
1,2,18,20,35,180,0,700,960
2,5,48,20,35,136,0,900,1022
2,6,48,41,45,140,0,1000,1250
1,1,48,36,71,105,0,350,1526
1,2,36,27,60,94,0,1000,1888
1,2,60,36,75,219,800,1600,1852
1,5,36,29,35,66,0,700,1018
1,1,60,23,54,92,0,1000,1300
1,6,36,29,35,70,0,300,850
1,2,60,39,90,142,0,1300,1534
1,2,60,38,75,138,0,1000,2018
1,2,36,47,75,230,1400,1400,1568
1,2,36,43,90,142,0,2500,2700
1,2,24,58,60,216,0,983,1200
1,5,18,30,45,260,1500,500,2071
1,5,36,24,35,60,0,1000,1602
2,1,60,25,51,63,0,1100,1297
1,1,36,51,74,139,0,600,690
2,1,48,47,75,300,0,2000,2196
2,2,60,53,45,65,0,1800,1979
1,5,48,32,60,167,0,1450,1698
2,1,36,35,47,120,0,900,1200
1,5,48,31,75,80,0,1000,1575
1,2,60,38,60,100,0,1500,2360
2,2,60,44,75,240,7000,1000,1026
1,3,60,47,75,178,0,1600,1661
1,2,36,33,60,92,0,800,1115
1,5,30,29,35,250,0,500,1634
1,2,60,29,75,70,0,1150,1683
1,2,60,30,45,120,3000,760,895
1,2,36,28,45,89,0,800,1054
1,2,48,55,90,41,0,850,1344
1,2,60,52,60,212,0,1250,1301
1,1,36,24,71,113,0,700,1338
1,1,36,52,63,180,0,1100,1489
1,2,60,34,75,172,3900,1000,1568
2,2,60,27,60,46,0,700,1130
1,5,48,53,60,50,0,650,869
2,3,48,41,75,80,30,1100,1409
2,2,60,32,90,254,10500,1650,2200
1,5,60,32,75,160,0,1200,1541
1,2,60,22,35,130,0,750,997
1,2,36,55,60,100,0,1400,1705
1,3,24,55,60,184,0,1600,4200
2,1,60,56,88,133,0,750,784
1,1,48,31,67,66,0,1000,1541
2,2,36,35,75,120,0,900,975
1,2,36,45,60,98,0,450,575
2,5,60,22,35,45,0,1350,1520
1,2,60,25,45,171,0,550,2055
1,5,60,35,60,118,0,1000,1656
1,2,36,56,75,205,1950,275,300
1,2,60,38,75,145,0,1450,1657
2,3,36,34,105,135,0,400,425
2,3,48,46,75,125,0,1575,1702
1,2,48,31,35,117,0,660,933
1,2,36,46,60,260,8000,690,1242
1,5,60,41,75,251,0,1450,2009
1,1,36,29,88,130,0,500,600
2,6,60,42,45,0,0,2700,3700
2,1,30,30,75,0,0,600,830
2,2,36,50,45,185,0,950,950
1,1,48,37,50,148,0,700,1805
2,3,60,32,60,200,2000,1600,1759
1,1,48,46,95,200,0,1420,1595
1,2,48,28,75,61,50,1250,1484
1,2,60,58,75,150,0,1100,2035
1,2,36,37,75,170,0,950,1339
1,3,60,24,45,115,0,1400,1675
1,2,24,54,75,215,0,1500,2070
1,1,60,34,81,60,0,600,1400
1,2,36,56,60,150,0,400,450
1,2,60,33,90,144,200,960,960
1,2,18,50,60,75,0,280,434
1,1,12,21,52,70,0,400,700
1,2,36,61,60,120,0,600,980
1,1,60,53,57,222,0,1000,2300
1,1,60,21,47,120,0,2100,2100
1,1,60,24,77,165,0,1500,1736
1,2,48,44,75,250,0,700,1100
2,6,12,31,90,65,0,225,375
1,5,60,31,45,94,0,500,1418
2,1,36,42,49,141,0,800,1165
1,3,36,46,60,150,0,910,1128
2,5,36,23,35,66,0,1000,1200
1,2,60,64,45,82,0,1000,1590
2,2,48,45,90,156,0,1350,1357
1,2,60,40,75,114,192,1330,1935
1,2,36,42,75,92,0,550,850
1,5,60,31,35,0,0,1200,1661
2,2,30,32,90,74,0,500,650
1,2,48,31,75,178,0,1100,1487
1,2,12,57,45,150,1408,550,800
2,5,36,36,90,59,0,500,715
1,5,60,26,35,60,0,600,710
1,2,48,32,75,110,0,1195,1244
1,1,60,38,75,150,0,1150,1450
1,5,48,38,35,154,0,1300,2094
1,2,60,29,60,220,4500,1200,1256
1,5,24,27,35,115,0,325,425
2,1,60,38,90,0,0,1370,1397
1,5,60,30,35,113,0,930,955
2,2,48,33,60,198,0,1800,2196
2,4,48,37,60,80,0,900,975
1,1,60,60,68,77,0,800,1054
1,1,48,26,82,219,0,1400,1635
1,2,48,42,75,310,0,1300,1700
1,1,60,45,93,175,0,1500,1645
2,2,60,28,75,0,0,2000,2700
1,2,60,35,75,179,3200,1000,1455
1,5,60,28,35,185,0,1500,1797
1,2,60,29,60,210,2500,1100,2050
1,1,60,25,53,77,0,870,920
1,2,36,52,45,33,0,600,1011
2,1,36,36,82,70,0,500,1350
2,5,60,23,45,83,0,1140,1461
2,2,36,40,90,17,0,450,550
1,2,24,20,45,176,0,700,1299
1,5,48,23,35,65,0,400,1195
1,1,60,35,83,76,0,1000,1350
1,4,36,43,75,110,300,700,1553
2,1,60,58,60,0,0,1400,1996
1,2,24,33,35,170,0,600,1589
2,6,60,42,75,95,0,1000,1067
2,2,48,43,60,95,1300,700,975
2,1,18,24,39,40,0,300,460
1,2,60,34,75,165,1500,1600,1682
2,2,60,46,75,50,0,750,1302
1,2,60,45,60,164,0,1050,1383
1,5,48,25,60,150,0,1000,1300
2,5,12,26,35,0,0,190,693
2,6,30,20,35,90,0,450,500
1,2,60,30,45,200,2969,1650,1750
1,1,60,35,45,100,0,1250,1400
1,5,36,38,75,110,0,780,1785
1,2,48,59,45,150,0,660,933
2,6,24,37,60,0,0,1000,1795
1,5,48,40,75,121,0,1320,1600
1,1,48,34,57,120,0,950,1290
1,2,60,57,60,106,0,870,979
1,6,48,46,60,100,0,800,1651
1,1,36,23,53,79,0,600,650
1,1,48,34,45,98,800,900,980
1,2,36,38,75,0,800,700,795
1,2,60,52,45,90,0,2900,4600
1,5,48,22,35,210,0,1575,2082
1,2,60,27,60,160,270,1400,1461
1,2,60,27,45,120,400,1000,1140
1,6,60,26,45,211,0,1400,1531
2,2,60,46,75,80,0,900,1286
1,6,60,23,35,70,0,1050,1190
1,2,60,60,45,67,0,1000,1683
1,5,60,27,45,71,0,1500,1800
1,1,60,36,84,92,0,1200,1271
1,5,24,46,60,158,0,1000,1923
1,2,12,65,60,115,0,200,431
2,1,24,30,83,80,0,500,650
1,1,60,37,93,176,0,1800,2450
1,2,36,56,90,321,0,975,1576
1,2,36,24,60,112,0,1100,1460
1,5,36,20,45,0,0,1000,1310
2,1,60,28,53,75,0,1100,1168
1,2,24,50,60,100,0,700,1461
1,1,48,31,43,75,0,800,900
1,2,48,51,60,80,0,1600,1661
1,1,60,30,92,170,0,1300,1525
1,6,60,62,75,140,0,1300,1371
2,2,60,38,75,120,0,1500,1702
1,2,60,50,60,100,0,1050,1657
1,2,48,44,60,200,200,800,1218
2,1,60,41,95,50,4000,1600,1601
2,3,60,40,75,83,0,1300,1435
1,2,60,37,75,75,0,900,1014
1,6,48,50,75,62,0,1700,2437
1,5,60,24,45,220,0,1600,1700
1,2,36,46,60,100,0,1100,1897
1,1,24,26,59,137,0,350,1158
1,1,48,27,45,97,0,850,1000
1,2,24,46,60,100,0,900,1635
1,3,48,34,90,170,0,1280,1879
2,2,36,42,105,151,0,1635,1635
2,2,36,21,35,115,0,700,900
1,6,48,60,60,153,0,450,1188
2,6,60,42,165,0,0,1300,1750
1,1,60,46,67,67,0,1500,2250
2,6,24,23,35,135,0,250,250
1,1,48,29,78,177,0,700,960
2,5,48,28,35,140,0,1000,1100
1,1,48,43,54,85,0,500,800
1,2,48,42,60,95,0,1180,1442
1,5,36,32,35,119,0,1000,1345
1,2,12,53,45,145,0,500,1230
1,1,48,28,45,100,0,750,954
1,2,24,55,90,200,0,800,1230
1,2,6,59,60,0,0,500,1402
2,2,60,40,75,96,1700,2050,2050
1,6,60,20,35,85,0,850,1618
2,2,60,44,75,60,0,1500,1912
2,2,60,39,90,152,0,1250,1600
1,2,36,55,75,70,600,600,850
1,1,36,31,35,0,0,525,800
1,2,60,33,75,138,0,1400,2035
1,2,60,41,75,187,0,1150,1250
1,6,60,45,45,110,0,650,1584
2,1,18,38,90,148,0,300,400
1,2,36,41,75,89,0,1000,1670
1,1,60,36,56,106,0,1200,1823
2,5,48,26,35,0,0,150,816
2,2,48,34,90,198,0,1650,2165
2,2,60,53,60,40,0,850,884
1,2,12,45,60,100,0,400,1531
1,2,48,37,75,145,0,1250,1650
2,2,60,29,60,80,0,1000,1248
1,2,48,45,90,0,0,1100,2500
1,2,36,33,45,208,0,500,1288
2,1,36,43,96,212,0,600,750
1,2,18,40,75,169,400,400,1717
1,3,48,22,45,120,1200,880,882
1,1,36,42,53,180,0,850,950
2,1,48,41,89,136,0,1070,1378
1,2,12,28,45,130,2500,400,2575
1,2,60,35,75,205,0,1350,1442
1,6,36,26,35,148,0,700,1300
1,5,60,25,35,174,0,1000,1252
1,2,60,54,60,90,0,800,1517
1,3,36,26,60,68,90,900,1501
2,6,36,22,35,0,0,800,800
1,1,48,26,52,169,0,1000,1242
2,5,60,34,35,103,0,1250,1293
1,1,48,32,57,121,0,1200,1952
2,1,36,40,115,100,0,375,375
1,2,42,35,75,54,0,1000,1900
1,1,60,47,56,114,0,1000,1163
1,2,60,26,45,81,1800,1000,1206
1,5,48,31,35,65,0,1000,1560
1,2,36,43,60,250,0,1000,1204
1,2,36,45,90,90,0,750,1374
1,1,48,33,100,103,0,950,1541
1,1,36,31,61,164,0,1000,1440
1,5,24,29,35,0,0,600,1243
2,6,48,28,60,129,0,1300,1608
1,1,60,25,50,150,0,1500,2600
1,5,30,22,35,80,0,600,850
1,2,60,33,45,90,0,850,1105
1,6,60,31,75,95,0,1100,1388
2,5,60,24,35,92,0,1618,1618
1,2,18,39,75,47,0,350,1236
1,2,36,42,45,115,0,700,1631
1,2,60,49,60,115,0,1870,2622
1,2,60,49,60,130,0,1100,1738
1,3,60,36,75,190,0,1300,1579
1,2,48,34,90,0,0,1100,1192
2,5,36,22,35,58,0,400,525
1,2,36,65,45,75,0,400,935
1,2,24,39,75,260,0,400,1100
1,2,24,47,75,136,0,435,935
1,5,60,32,75,152,0,1400,1640
1,5,60,25,45,209,0,900,1436
1,2,60,41,75,186,50,900,1700
2,5,60,41,35,90,0,949,949
2,2,60,23,45,120,1000,1200,1476
1,2,60,29,60,110,0,1020,1648
2,2,60,39,45,80,0,1100,1131
1,2,48,42,60,132,720,1000,1350
1,2,24,27,45,245,0,500,2070
1,2,48,34,75,200,0,750,1590
1,5,24,29,35,66,0,300,525
2,2,36,43,75,0,0,1700,1730
1,2,48,60,60,6,0,1200,1636
1,2,18,24,45,185,0,600,925
1,6,60,46,60,144,0,1350,1478
1,1,48,28,56,108,0,1100,1684
1,1,24,24,50,50,0,350,400
1,5,60,23,35,80,0,1000,1559
1,2,12,51,75,120,0,250,375
1,5,36,29,105,168,0,650,679
1,2,60,41,75,183,1100,1500,2730
1,5,60,24,35,90,0,800,994
1,2,48,51,75,156,0,700,1172
1,2,36,31,35,102,0,1000,1364
2,2,60,26,35,142,3800,950,977
1,2,54,31,75,280,7000,850,1050
1,2,60,54,60,195,0,900,1430
2,1,36,23,43,79,0,900,1000
1,3,36,45,45,220,0,800,1600
1,2,36,39,90,122,0,500,1472
2,5,36,39,60,87,0,2000,2300
1,5,48,37,35,114,0,1200,2472
2,1,48,45,35,0,0,900,1300
1,3,60,24,35,187,2400,1400,1480
2,2,60,39,75,491,0,4000,6700
1,2,36,45,75,250,0,500,1026
1,1,60,38,110,204,0,1500,1531
1,1,24,40,77,165,0,500,1532
1,2,36,36,75,130,0,1500,2000
1,5,24,26,35,79,0,590,894
1,1,36,51,35,0,0,350,950
1,2,60,34,35,96,0,850,1213
1,2,60,39,75,85,0,1200,1463
2,1,48,37,35,0,0,2000,3900
2,1,60,50,42,66,0,800,865
1,6,60,46,75,155,0,2000,2086
1,2,24,46,75,0,0,1000,1603
1,2,12,22,75,100,8000,900,2327
2,5,36,35,75,0,0,1450,1500
1,1,36,31,49,140,0,550,999
1,2,24,32,45,158,0,500,1839
1,3,48,40,75,144,0,500,980
1,1,12,66,79,340,0,700,1568
1,1,60,50,85,250,0,1000,1297
1,2,12,30,60,296,2000,200,1338
2,5,48,24,35,139,0,1000,1492
1,2,60,28,75,110,1394,900,1082
2,5,24,23,35,70,0,500,640
1,2,60,41,45,87,0,1100,1670
2,3,60,38,90,108,30,1400,1410
1,5,36,21,45,90,0,1200,1350
1,5,60,21,45,56,0,1400,2067
1,1,36,46,114,235,0,500,1531
2,5,60,36,60,60,0,1400,1612
1,1,36,20,58,225,0,1500,2050
2,1,60,40,54,89,0,1200,1457
2,3,36,32,75,80,0,1300,1813
2,1,60,37,41,63,0,2700,2957
1,2,60,52,60,250,0,1550,1850
1,3,24,32,35,143,0,600,1350
1,1,60,30,42,73,0,950,1169
1,1,60,48,103,126,0,1450,1575
1,2,36,32,60,101,2400,965,1265
2,2,60,58,60,60,0,1450,1657
1,2,60,56,45,169,0,1400,1714
2,1,48,48,109,193,0,1140,1143
1,1,24,41,44,90,0,550,1319
1,5,24,40,60,116,0,480,620
2,5,48,21,35,60,0,1350,1601
1,5,48,24,35,107,1172,1000,1200
1,2,18,57,45,150,0,500,1727
2,1,48,54,135,0,0,2000,2476
2,5,36,31,35,319,0,1200,1730
1,6,36,40,60,90,0,400,1661
1,2,12,32,45,122,500,350,625
1,5,60,30,60,93,0,1600,1647
1,2,36,42,75,121,150,900,1633
1,5,24,23,35,93,0,230,670
1,1,48,36,61,162,0,1000,1641
2,1,48,42,75,0,0,1300,1400
1,5,36,24,45,0,0,1000,2223
1,2,60,53,60,51,3000,1450,1970
1,1,60,29,74,135,0,1000,1097
2,2,48,53,75,60,0,1500,1637
1,5,60,23,35,106,0,820,1097
1,5,42,53,60,160,0,200,829
2,5,60,28,35,76,0,1300,1550
2,2,60,40,45,0,180,1700,1777
1,6,60,40,45,115,0,1250,1461
2,5,30,23,35,60,0,800,1452
1,1,48,55,62,173,0,1100,1467
1,2,48,48,75,90,0,400,975
2,1,36,48,97,365,0,1300,1736
2,6,36,44,60,154,0,2000,2500
2,5,36,29,35,0,0,650,975
2,1,60,46,70,100,0,2400,2500
1,5,36,23,35,70,0,900,1210
1,6,48,29,35,75,0,650,824
1,2,60,63,60,60,3360,1000,1162
1,1,24,40,58,128,0,700,982
1,5,48,37,60,120,0,1000,1189
2,6,60,23,35,0,0,700,969
1,2,36,49,75,113,0,1050,1055
2,1,60,40,82,71,0,2000,2250
1,2,36,40,90,120,0,900,1150
1,5,36,23,35,55,0,775,925
1,2,36,42,35,90,3000,1000,1243
1,2,60,35,45,0,0,700,768
1,1,48,28,60,154,0,825,1661
2,2,48,39,60,16,0,850,1053
1,2,36,36,75,416,0,3875,5175
1,5,48,28,90,105,0,1200,1590
1,1,36,38,66,210,0,500,1171
1,2,60,33,35,146,2000,1000,1844
1,5,60,30,35,150,0,1500,1671
2,2,36,36,45,105,3000,1000,1620
1,2,60,28,45,148,144,1350,1496
1,3,48,56,35,84,50,700,940
1,1,48,39,66,60,0,700,1580
1,2,36,54,35,80,0,1400,1490
1,5,60,35,45,226,2200,1350,1609
1,2,48,29,45,130,0,1000,1777
2,1,60,47,85,100,0,1250,1250
1,2,60,35,60,175,0,1250,1412
2,6,60,32,35,0,0,600,1690
1,1,60,35,51,163,0,1000,1353
1,6,36,30,45,131,0,250,1341
1,2,48,39,75,125,200,1000,1409
1,2,48,57,35,212,0,1300,1852
2,1,24,32,35,0,0,290,490
1,1,30,45,55,104,0,550,575
2,1,24,24,42,65,0,750,1192
2,5,60,23,35,75,0,1100,1139
1,5,60,24,35,126,0,900,1092
1,5,18,20,35,91,0,600,750
1,1,36,49,70,103,0,500,1017
1,5,60,24,35,100,0,1600,1601
1,1,60,40,76,164,0,800,1032
1,2,60,31,45,131,1600,600,1661
1,6,18,25,60,0,0,850,1400
1,6,48,39,60,85,0,1450,1594
2,3,60,22,35,60,0,1300,1422
2,2,36,30,60,48,0,300,365
1,5,60,21,45,312,0,1033,1175
1,5,24,22,35,80,0,650,1356
2,1,18,28,68,83,0,200,300
1,2,24,32,60,77,0,350,865
1,5,24,23,35,63,0,600,2143
1,5,24,36,90,31,0,625,725
2,1,60,20,46,108,0,1200,1300
1,2,60,25,45,68,1379,725,1460
1,5,30,24,35,120,0,700,1804
1,2,36,35,45,213,0,1700,2450
1,5,48,58,35,450,0,1200,1505
1,2,60,32,45,145,0,1500,1850
2,2,36,56,35,90,0,800,1300
1,1,60,53,46,114,0,1050,1348
1,5,60,26,35,104,0,1400,1490
1,2,60,40,45,240,0,900,950
1,2,36,48,45,45,0,1500,2700
1,5,60,28,35,70,0,1300,1743
1,2,60,34,60,85,0,1100,1628
1,2,60,28,35,82,0,1090,1491
2,1,24,30,53,80,0,500,975
2,2,48,47,45,66,0,1200,1668
2,3,60,43,90,82,0,600,790
1,2,60,41,75,99,500,1000,3300
1,2,48,54,75,46,0,900,1300
1,6,54,38,60,178,0,740,989
1,1,60,30,60,147,2000,1700,1719
1,2,48,41,45,280,1300,1000,1350
1,2,60,45,35,75,0,1000,1100
1,2,6,29,45,190,0,200,2179
2,2,6,33,45,240,0,675,1146
1,5,48,25,35,280,0,1100,1650
2,6,60,41,45,62,0,1800,2101
1,2,48,35,60,90,0,900,1097
1,5,36,33,35,96,0,475,475
1,1,60,44,51,159,0,1100,1668
1,2,48,42,75,155,0,600,1680
1,1,60,42,43,78,0,730,1070
2,1,24,42,103,283,0,1897,2517
1,2,54,41,45,130,0,1700,1957
1,6,42,49,45,80,0,700,950
1,1,36,42,48,129,0,525,525
1,2,60,49,35,122,0,1500,1740
1,2,30,32,60,65,0,600,1200
1,5,36,24,35,127,0,300,2612
1,6,48,28,35,125,0,1500,1689
1,2,36,42,60,260,250,1100,1288
1,1,60,42,76,158,0,1000,1000
1,2,36,49,75,163,0,400,700
2,2,48,29,75,131,0,980,2981
1,1,60,38,74,140,0,1500,1600
1,2,60,41,45,132,0,1100,1472
1,3,60,46,75,66,1700,1250,1525
1,2,60,33,60,140,0,1150,1715
1,2,60,23,35,150,0,2000,4904
1,2,48,39,75,110,0,1150,1379
2,3,48,27,75,59,2200,1200,1530
1,3,36,37,45,0,0,900,1596
1,5,48,23,35,139,0,650,650
1,5,36,22,35,100,0,1400,1850
1,1,60,35,49,135,0,1300,1310
1,2,48,46,90,137,0,1100,1487
1,1,60,40,57,120,0,1500,1737
1,1,48,52,35,0,0,800,1794
1,2,36,41,75,87,0,2000,2104
1,1,48,57,49,142,0,1300,1450
1,5,60,35,35,65,0,1100,1324
1,2,6,46,45,464,0,1100,2235
2,1,60,42,113,83,0,1530,1530
2,6,60,38,45,0,0,1500,1700
1,2,48,25,35,126,0,1170,1372
2,5,24,20,35,66,0,550,550
1,1,48,24,44,90,0,1200,1450
1,6,60,57,60,84,0,1400,1423
1,6,60,37,60,61,0,1420,1450
1,5,60,27,35,0,0,1050,1214
2,2,60,31,45,55,800,700,1250
1,6,24,60,60,185,0,319,1669
1,5,48,34,35,85,0,1000,1383
1,2,48,26,35,101,0,500,1997
1,3,48,25,45,180,0,1100,1200
1,6,48,50,45,220,0,600,900
2,2,48,41,60,142,0,2000,2465
1,5,24,32,35,91,0,450,530
2,1,60,62,41,57,0,1200,1500
1,2,48,27,45,62,0,1500,1788
2,2,48,54,35,27,0,1050,1054
2,6,36,54,60,0,0,250,350
1,6,24,36,45,176,0,700,1428
1,2,60,55,45,124,0,800,982
2,5,60,19,45,128,2800,1300,1540
2,2,60,31,60,92,991,1050,1158
1,6,48,55,75,100,0,1200,1700
1,2,36,37,75,300,3500,1100,1876
1,2,24,51,45,167,0,250,400
1,2,60,51,60,222,0,1300,1400
2,5,48,22,35,0,0,650,722
1,1,60,57,43,80,0,1200,1515
2,1,48,48,65,50,0,1200,1487
1,5,60,28,35,138,0,1080,1192
1,1,36,54,54,187,0,1200,2050
2,2,60,53,35,140,0,1600,2222
1,5,60,25,35,58,0,1100,1338
1,6,36,42,35,83,0,700,1380
2,1,36,40,79,38,0,400,400
1,2,48,35,60,0,350,1300,1588
2,2,60,42,45,35,0,650,865
1,2,48,31,60,84,0,700,1702
1,5,60,30,35,95,0,900,1158
1,2,36,41,45,104,800,900,1607
1,2,36,58,60,390,0,1000,2318
1,2,60,50,75,209,0,1450,1786
1,3,48,27,60,71,0,800,1505
1,5,36,33,35,200,0,600,1580
2,2,60,47,35,48,0,1200,1445
1,2,24,41,45,0,0,1200,2676
2,2,36,30,45,82,0,800,975
1,2,36,49,45,126,0,800,1150
1,2,48,53,45,111,0,1300,1763
1,2,48,44,45,87,0,800,1694
1,1,6,34,99,535,0,500,1196
1,1,36,51,60,0,0,400,600
2,2,60,36,45,0,2000,1500,1743
1,6,48,40,75,270,0,2300,2750
2,5,36,27,35,53,0,225,350
2,2,36,38,90,49,300,1200,1619
1,6,60,40,60,140,0,700,1465
1,5,60,24,35,67,0,316,1080
1,2,48,37,45,189,3000,2300,2936
1,1,60,30,43,80,0,1000,1056
1,1,48,44,62,170,0,1000,1387
1,3,36,31,60,110,360,400,450
1,6,60,27,35,98,0,1200,1609
2,5,24,31,35,67,0,200,2000
1,2,12,28,35,120,0,1000,2997
1,2,36,38,45,150,0,2800,4400
1,5,36,25,35,62,0,750,1366
1,2,48,51,35,100,0,1100,1358
1,2,60,36,45,160,0,1500,2038
1,2,48,37,60,205,0,600,1243
2,1,60,37,47,115,0,1600,1800
2,6,48,45,45,0,0,1000,1135
2,6,60,51,60,0,0,1300,1321
2,2,24,34,35,0,0,1300,2099
1,2,12,39,60,110,0,700,1100
1,2,60,49,105,531,0,1400,1601
1,3,60,24,35,145,0,1000,1346
1,1,48,36,72,120,0,775,950
1,2,24,33,35,100,0,500,2700
1,2,60,39,45,167,0,1435,1875
1,2,12,41,60,245,0,500,1253
1,2,36,59,35,100,0,850,1334
1,2,48,46,75,190,0,800,847
1,2,60,32,35,125,2300,1350,1550
1,2,60,33,45,90,0,1200,1323
1,2,60,34,45,205,3700,1300,2060
2,6,24,28,35,51,0,800,1750
1,2,48,56,35,144,0,850,928
2,1,36,40,35,0,0,1800,2800
2,2,60,45,105,235,670,1400,2079
1,2,36,46,35,160,600,600,1100
1,1,60,54,54,90,0,1000,1303
1,6,60,43,35,115,0,1000,1338
1,2,48,53,35,213,0,1250,2040
2,2,60,43,60,85,0,1500,1813
1,3,36,51,45,192,108,575,1075
2,2,60,61,35,0,0,950,1015
1,2,60,34,35,90,0,1000,1349
1,5,36,26,35,61,0,800,1000
1,5,18,21,35,75,0,500,1364
1,5,60,41,35,80,0,1000,1500
1,2,60,28,45,0,0,1200,1214
2,1,36,23,53,178,0,1600,2000
2,1,6,37,35,0,0,760,768
1,2,60,27,35,180,3530,1700,1847
1,2,60,56,35,120,0,1400,1477
2,2,60,40,35,349,4000,1300,1511
2,6,60,36,60,99,0,750,790
1,1,48,46,57,122,0,1350,1500
1,2,6,42,90,111,0,1000,2626
2,4,48,46,75,91,0,4500,6222
1,5,60,23,35,109,0,1332,1332
2,2,36,54,60,35,0,1000,1613
1,2,48,38,60,371,4350,1450,1670
1,6,42,26,35,67,0,800,1400
1,2,60,33,60,0,450,1350,2006
2,3,48,40,45,0,0,750,1720
1,1,48,33,41,57,0,1230,1515
1,2,30,27,45,70,0,1200,1531
2,2,48,25,35,63,0,890,890
1,2,60,32,35,204,0,1200,1503
1,2,24,51,45,185,0,600,750
2,2,48,40,75,115,100,1200,1800
1,2,36,37,35,141,400,1000,1912
1,3,48,36,75,81,0,1200,1385
1,1,60,25,55,100,0,1000,11140
1,5,48,28,35,96,0,1100,1370
